NCTId,TrialGroup,Generation Model,Positive Hallucination,Negative Hallucination,Multi-match Hallucination,Correct Matches,Precision,Recall,F1
NCT00791479,diabetes,gpt4o_zs_gen_hal,0.0,0.0,1.0,8.0,0.4444444444444444,0.8,0.5714285714285714
NCT00793455,cancer,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.3,0.8571428571428571,0.4444444444444444
NCT00819182,cancer,gpt4o_zs_gen_hal,2.0,0.0,0.0,6.0,0.42857142857142855,0.3,0.3529411764705882
NCT00863746,cancer,gpt4o_zs_gen_hal,0.0,0.0,0.0,4.0,0.21052631578947367,0.5,0.2962962962962963
NCT00896181,cancer,gpt4o_zs_gen_hal,0.0,0.0,0.0,3.0,0.16666666666666666,0.5,0.25
NCT00917267,diabetes,gpt4o_zs_gen_hal,1.0,1.0,0.0,5.0,0.38461538461538464,0.625,0.4761904761904762
NCT00949884,hypertension,gpt4o_zs_gen_hal,1.0,1.0,0.0,4.0,0.14814814814814814,0.4444444444444444,0.2222222222222222
NCT00962247,obesity,gpt4o_zs_gen_hal,0.0,0.0,0.0,2.0,0.2857142857142857,0.2857142857142857,0.2857142857142857
NCT00967668,obesity,gpt4o_zs_gen_hal,0.0,0.0,0.0,3.0,0.25,0.375,0.3
NCT01000480,cancer,gpt4o_zs_gen_hal,0.0,1.0,0.0,6.0,0.20689655172413793,0.75,0.32432432432432434
NCT01031680,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,9.0,0.6,0.5294117647058824,0.5625
NCT01101880,cancer,gpt4o_zs_gen_hal,7.0,0.0,0.0,4.0,0.25,0.5,0.3333333333333333
NCT01279109,obesity,gpt4o_zs_gen_hal,5.0,0.0,0.0,3.0,0.375,0.25,0.3
NCT01357551,obesity,gpt4o_zs_gen_hal,6.0,0.0,0.0,6.0,0.3,0.3157894736842105,0.3076923076923077
NCT01435603,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.3,0.375,0.33333333333333326
NCT01441973,cancer,gpt4o_zs_gen_hal,0.0,0.0,0.0,4.0,0.4,0.36363636363636365,0.380952380952381
NCT01483560,diabetes,gpt4o_zs_gen_hal,,,,,,,
NCT01484873,obesity,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.3333333333333333,0.5,0.4
NCT01496469,hypertension,gpt4o_zs_gen_hal,0.0,1.0,0.0,9.0,0.5625,0.6923076923076923,0.6206896551724138
NCT01574157,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.35294117647058826,0.2727272727272727,0.30769230769230765
NCT01592695,obesity,gpt4o_zs_gen_hal,0.0,0.0,1.0,5.0,0.35714285714285715,0.29411764705882354,0.3225806451612903
NCT01621178,chronic kidney disease,gpt4o_zs_gen_hal,1.0,0.0,0.0,8.0,0.5714285714285714,0.5714285714285714,0.5714285714285714
NCT01652729,diabetes,gpt4o_zs_gen_hal,0.0,1.0,0.0,8.0,0.4444444444444444,0.6153846153846154,0.5161290322580646
NCT01676220,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,7.0,0.4666666666666667,0.6363636363636364,0.5384615384615385
NCT01686828,obesity,gpt4o_zs_gen_hal,3.0,0.0,0.0,4.0,0.21052631578947367,0.21052631578947367,0.21052631578947367
NCT01757847,obesity,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.42857142857142855,0.5,0.4615384615384615
NCT01760239,obesity,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.42857142857142855,0.6,0.5
NCT01767155,cancer,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.23076923076923078,0.6,0.33333333333333337
NCT01768637,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,7.0,0.3888888888888889,0.25,0.30434782608695654
NCT01785849,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,10.0,0.47619047619047616,0.6666666666666666,0.5555555555555556
NCT01821352,obesity,gpt4o_zs_gen_hal,0.0,0.0,0.0,5.0,0.3333333333333333,1.0,0.5
NCT01862796,obesity,gpt4o_zs_gen_hal,0.0,0.0,0.0,7.0,0.35,0.5384615384615384,0.4242424242424242
NCT01973972,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,2.0,0.125,0.2,0.15384615384615385
NCT01986881,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,10.0,0.5555555555555556,0.5,0.5263157894736842
NCT02003963,obesity,gpt4o_zs_gen_hal,0.0,0.0,0.0,2.0,0.125,0.07407407407407407,0.09302325581395349
NCT02008682,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,5.0,0.3333333333333333,0.5555555555555556,0.4166666666666667
NCT02038179,hypertension,gpt4o_zs_gen_hal,0.0,0.0,0.0,5.0,0.2777777777777778,1.0,0.4347826086956522
NCT02109029,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,5.0,0.38461538461538464,0.7142857142857143,0.5
NCT02111980,hypertension,gpt4o_zs_gen_hal,0.0,0.0,0.0,2.0,0.1111111111111111,0.25,0.15384615384615383
NCT02137512,diabetes,gpt4o_zs_gen_hal,0.0,0.0,1.0,4.0,0.16,0.5,0.24242424242424243
NCT02214186,hypertension,gpt4o_zs_gen_hal,0.0,0.0,0.0,9.0,0.45,0.5625,0.5
NCT02278471,hypertension,gpt4o_zs_gen_hal,0.0,0.0,0.0,9.0,0.5294117647058824,0.6923076923076923,0.5999999999999999
NCT02342639,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,8.0,0.5333333333333333,0.5333333333333333,0.5333333333333333
NCT02358668,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.2857142857142857,0.20689655172413793,0.24000000000000002
NCT02409329,diabetes,gpt4o_zs_gen_hal,0.0,1.0,0.0,10.0,0.47619047619047616,0.3448275862068966,0.39999999999999997
NCT02437084,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,3.0,0.21428571428571427,0.3,0.25
NCT02473926,diabetes,gpt4o_zs_gen_hal,3.0,2.0,1.0,7.0,0.3684210526315789,0.4375,0.39999999999999997
NCT02531035,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.6,0.4,0.48
NCT02572882,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,3.0,0.23076923076923078,0.42857142857142855,0.3
NCT02592421,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,5.0,0.5,0.625,0.5555555555555556
NCT02602496,obesity,gpt4o_zs_gen_hal,0.0,0.0,0.0,3.0,0.3,0.375,0.33333333333333326
NCT02620774,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,4.0,0.25,0.5,0.3333333333333333
NCT02623348,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,5.0,0.35714285714285715,0.2631578947368421,0.30303030303030304
NCT02643966,cancer,gpt4o_zs_gen_hal,9.0,0.0,0.0,4.0,0.26666666666666666,0.36363636363636365,0.30769230769230765
NCT02646982,hypertension,gpt4o_zs_gen_hal,1.0,1.0,0.0,11.0,0.44,0.3235294117647059,0.3728813559322034
NCT02680574,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,5.0,0.3125,0.5,0.38461538461538464
NCT02692040,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,3.0,0.21428571428571427,0.42857142857142855,0.2857142857142857
NCT02692560,obesity,gpt4o_zs_gen_hal,0.0,0.0,0.0,3.0,0.3,0.375,0.33333333333333326
NCT02698891,cancer,gpt4o_zs_gen_hal,0.0,0.0,0.0,4.0,0.18181818181818182,0.4,0.25000000000000006
NCT02738086,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.2857142857142857,0.6666666666666666,0.4
NCT02776553,hypertension,gpt4o_zs_gen_hal,0.0,0.0,0.0,9.0,0.5294117647058824,0.32142857142857145,0.39999999999999997
NCT02790437,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.2727272727272727,0.42857142857142855,0.33333333333333326
NCT02809183,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,5.0,0.3125,0.35714285714285715,0.3333333333333333
NCT02833857,chronic kidney disease,gpt4o_zs_gen_hal,4.0,0.0,0.0,6.0,0.4,0.3333333333333333,0.3636363636363636
NCT02834663,diabetes,gpt4o_zs_gen_hal,0.0,1.0,0.0,5.0,0.38461538461538464,0.625,0.4761904761904762
NCT02836873,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,8.0,0.5714285714285714,0.5333333333333333,0.5517241379310344
NCT02846779,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,8.0,0.5333333333333333,0.3076923076923077,0.3902439024390244
NCT02892149,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,8.0,0.4,0.8888888888888888,0.5517241379310346
NCT03014479,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.3157894736842105,0.375,0.34285714285714286
NCT03028948,cancer,gpt4o_zs_gen_hal,0.0,0.0,0.0,7.0,0.4375,0.6363636363636364,0.5185185185185185
NCT03141905,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,8.0,0.5,0.6666666666666666,0.5714285714285715
NCT03195140,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.46153846153846156,0.5,0.48000000000000004
NCT03210220,cancer,gpt4o_zs_gen_hal,1.0,0.0,0.0,1.0,0.1,0.3333333333333333,0.15384615384615383
NCT03223649,obesity,gpt4o_zs_gen_hal,0.0,0.0,0.0,4.0,0.14814814814814814,0.2222222222222222,0.17777777777777776
NCT03242252,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,8.0,0.5333333333333333,0.5333333333333333,0.5333333333333333
NCT03322631,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.46153846153846156,0.8571428571428571,0.6
NCT03371108,diabetes,gpt4o_zs_gen_hal,0.0,1.0,0.0,7.0,0.3181818181818182,0.5833333333333334,0.4117647058823529
NCT03394027,cancer,gpt4o_zs_gen_hal,0.0,0.0,0.0,4.0,0.23529411764705882,0.6666666666666666,0.3478260869565218
NCT03546270,hypertension,gpt4o_zs_gen_hal,1.0,1.0,0.0,4.0,0.36363636363636365,0.25,0.2962962962962963
NCT03674112,cancer,gpt4o_zs_gen_hal,0.0,0.0,0.0,4.0,0.15384615384615385,0.36363636363636365,0.21621621621621623
NCT03675360,diabetes,gpt4o_zs_gen_hal,1.0,1.0,0.0,10.0,0.5263157894736842,0.43478260869565216,0.47619047619047616
NCT03708770,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,0.0,6.0,0.24,0.6,0.34285714285714286
NCT03890588,chronic kidney disease,gpt4o_zs_gen_hal,0.0,0.0,1.0,8.0,0.42105263157894735,0.8,0.5517241379310345
NCT03987919,diabetes,gpt4o_zs_gen_hal,0.0,0.0,0.0,12.0,0.6666666666666666,0.8571428571428571,0.75
NCT04280783,hypertension,gpt4o_zs_gen_hal,,,,,,,
NCT04392375,hypertension,gpt4o_zs_gen_hal,2.0,1.0,0.0,10.0,0.625,0.37037037037037035,0.4651162790697674
NCT04823949,hypertension,gpt4o_zs_gen_hal,0.0,0.0,1.0,8.0,0.4,0.7272727272727273,0.5161290322580645
NCT00000620,hypertension,gpt4o_ts_gen_hal,,,,,,,
NCT00126737,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,7.0,0.35,0.5833333333333334,0.4375
NCT00283686,hypertension,gpt4o_ts_gen_hal,2.0,0.0,1.0,5.0,0.2631578947368421,0.13157894736842105,0.17543859649122803
NCT00329030,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.3125,0.625,0.4166666666666667
NCT00360334,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,9.0,0.47368421052631576,1.0,0.6428571428571429
NCT00395746,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.2777777777777778,1.0,0.4347826086956522
NCT00419562,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,7.0,0.4375,0.7,0.5384615384615384
NCT00441064,hypertension,gpt4o_ts_gen_hal,0.0,0.0,0.0,8.0,0.4,0.6153846153846154,0.4848484848484849
NCT00490529,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,3.0,0.2,0.375,0.26086956521739135
NCT00552409,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.375,0.75,0.5
NCT00556933,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.2608695652173913,0.2727272727272727,0.2666666666666666
NCT00568178,hypertension,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.3125,0.4166666666666667,0.35714285714285715
NCT00618072,obesity,gpt4o_ts_gen_hal,0.0,0.0,2.0,9.0,0.42857142857142855,0.5,0.4615384615384615
NCT00713830,diabetes,gpt4o_ts_gen_hal,1.0,2.0,0.0,7.0,0.3684210526315789,0.4375,0.39999999999999997
NCT00751114,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,9.0,0.45,0.4090909090909091,0.4285714285714286
NCT00781937,obesity,gpt4o_ts_gen_hal,1.0,2.0,0.0,6.0,0.2608695652173913,0.75,0.3870967741935483
NCT00791479,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.35294117647058826,0.6,0.4444444444444445
NCT00793455,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.3333333333333333,0.7142857142857143,0.4545454545454545
NCT00819182,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.4,0.3,0.34285714285714286
NCT00863746,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,4.0,0.21052631578947367,0.5,0.2962962962962963
NCT00896181,cancer,gpt4o_ts_gen_hal,0.0,0.0,3.0,3.0,0.17647058823529413,0.5,0.2608695652173913
NCT00917267,diabetes,gpt4o_ts_gen_hal,1.0,1.0,0.0,5.0,0.2777777777777778,0.625,0.3846153846153846
NCT00949884,hypertension,gpt4o_ts_gen_hal,1.0,1.0,0.0,6.0,0.3157894736842105,0.6666666666666666,0.42857142857142855
NCT00962247,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,3.0,0.15789473684210525,0.42857142857142855,0.23076923076923078
NCT00967668,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,4.0,0.25,0.5,0.3333333333333333
NCT01000480,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,7.0,0.2692307692307692,0.875,0.411764705882353
NCT01031680,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,10.0,0.625,0.5882352941176471,0.6060606060606061
NCT01101880,cancer,gpt4o_ts_gen_hal,5.0,0.0,0.0,3.0,0.1875,0.375,0.25
NCT01279109,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.5454545454545454,0.5,0.5217391304347826
NCT01357551,obesity,gpt4o_ts_gen_hal,3.0,0.0,0.0,6.0,0.3,0.3157894736842105,0.3076923076923077
NCT01435603,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,7.0,0.3684210526315789,0.4375,0.39999999999999997
NCT01441973,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.4166666666666667,0.45454545454545453,0.43478260869565216
NCT01483560,diabetes,gpt4o_ts_gen_hal,,,,,,,
NCT01484873,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.35294117647058826,0.5,0.41379310344827586
NCT01496469,hypertension,gpt4o_ts_gen_hal,0.0,1.0,0.0,9.0,0.6,0.6923076923076923,0.6428571428571429
NCT01574157,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.3333333333333333,0.22727272727272727,0.27027027027027023
NCT01592695,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,11.0,0.6470588235294118,0.6470588235294118,0.6470588235294118
NCT01621178,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,9.0,0.5,0.6428571428571429,0.5625000000000001
NCT01652729,diabetes,gpt4o_ts_gen_hal,1.0,2.0,1.0,8.0,0.42105263157894735,0.6153846153846154,0.5
NCT01676220,diabetes,gpt4o_ts_gen_hal,1.0,1.0,0.0,8.0,0.42105263157894735,0.7272727272727273,0.5333333333333333
NCT01686828,obesity,gpt4o_ts_gen_hal,3.0,1.0,0.0,7.0,0.30434782608695654,0.3684210526315789,0.3333333333333333
NCT01757847,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.3157894736842105,0.5,0.3870967741935484
NCT01760239,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,4.0,0.26666666666666666,0.4,0.32
NCT01767155,cancer,gpt4o_ts_gen_hal,0.0,0.0,1.0,7.0,0.4117647058823529,0.7,0.5185185185185185
NCT01768637,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,9.0,0.47368421052631576,0.32142857142857145,0.3829787234042553
NCT01785849,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,10.0,0.5263157894736842,0.6666666666666666,0.5882352941176471
NCT01821352,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,3.0,0.21428571428571427,0.6,0.3157894736842105
NCT01862796,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,9.0,0.4090909090909091,0.6923076923076923,0.5142857142857142
NCT01973972,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,4.0,0.26666666666666666,0.4,0.32
NCT01986881,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,8.0,0.5333333333333333,0.4,0.4571428571428572
NCT02003963,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,7.0,0.4117647058823529,0.25925925925925924,0.3181818181818182
NCT02008682,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,7.0,0.3684210526315789,0.7777777777777778,0.5
NCT02038179,hypertension,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.38461538461538464,1.0,0.5555555555555556
NCT02109029,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.35714285714285715,0.7142857142857143,0.4761904761904762
NCT02111980,hypertension,gpt4o_ts_gen_hal,0.0,0.0,0.0,4.0,0.13793103448275862,0.5,0.2162162162162162
NCT02137512,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.2,0.625,0.30303030303030304
NCT02214186,hypertension,gpt4o_ts_gen_hal,0.0,0.0,1.0,9.0,0.5,0.5625,0.5294117647058824
NCT02278471,hypertension,gpt4o_ts_gen_hal,1.0,0.0,0.0,11.0,0.5,0.8461538461538461,0.6285714285714286
NCT02342639,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,8.0,0.5,0.5333333333333333,0.5161290322580646
NCT02358668,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,7.0,0.4666666666666667,0.2413793103448276,0.3181818181818182
NCT02409329,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,12.0,0.631578947368421,0.41379310344827586,0.5
NCT02437084,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.25,0.5,0.3333333333333333
NCT02473926,diabetes,gpt4o_ts_gen_hal,0.0,2.0,1.0,6.0,0.3157894736842105,0.375,0.34285714285714286
NCT02531035,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,10.0,0.5882352941176471,0.6666666666666666,0.625
NCT02572882,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,4.0,0.2,0.5714285714285714,0.29629629629629634
NCT02592421,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,4.0,0.3333333333333333,0.5,0.4
NCT02602496,obesity,gpt4o_ts_gen_hal,0.0,0.0,3.0,5.0,0.4166666666666667,0.625,0.5
NCT02620774,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.4,0.75,0.5217391304347827
NCT02623348,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,8.0,0.42105263157894735,0.42105263157894735,0.42105263157894735
NCT02643966,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.3333333333333333,0.45454545454545453,0.3846153846153846
NCT02646982,hypertension,gpt4o_ts_gen_hal,1.0,1.0,0.0,12.0,0.6,0.35294117647058826,0.4444444444444445
NCT02680574,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,10.0,0.625,1.0,0.7692307692307693
NCT02692040,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,3.0,0.2,0.42857142857142855,0.27272727272727276
NCT02692560,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.3157894736842105,0.75,0.44444444444444436
NCT02698891,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.3157894736842105,0.6,0.41379310344827586
NCT02738086,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,4.0,0.23529411764705882,0.4444444444444444,0.30769230769230765
NCT02776553,hypertension,gpt4o_ts_gen_hal,0.0,0.0,0.0,9.0,0.6,0.32142857142857145,0.41860465116279066
NCT02790437,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,7.0,0.35,0.5,0.4117647058823529
NCT02809183,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.35714285714285715,0.35714285714285715,0.35714285714285715
NCT02833857,chronic kidney disease,gpt4o_ts_gen_hal,4.0,0.0,0.0,7.0,0.4117647058823529,0.3888888888888889,0.39999999999999997
NCT02834663,diabetes,gpt4o_ts_gen_hal,0.0,1.0,0.0,6.0,0.42857142857142855,0.75,0.5454545454545454
NCT02836873,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,8.0,0.47058823529411764,0.5333333333333333,0.5
NCT02846779,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.25,0.19230769230769232,0.2173913043478261
NCT02892149,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,7.0,0.3684210526315789,0.7777777777777778,0.5
NCT03014479,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,8.0,0.5714285714285714,0.5,0.5333333333333333
NCT03028948,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.5,0.5454545454545454,0.5217391304347826
NCT03141905,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,10.0,0.5263157894736842,0.8333333333333334,0.6451612903225806
NCT03195140,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,11.0,0.6111111111111112,0.9166666666666666,0.7333333333333334
NCT03210220,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,1.0,0.07142857142857142,0.3333333333333333,0.11764705882352941
NCT03223649,obesity,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.3333333333333333,0.2777777777777778,0.303030303030303
NCT03242252,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,9.0,0.45,0.6,0.5142857142857143
NCT03322631,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.375,0.8571428571428571,0.5217391304347825
NCT03371108,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,9.0,0.5294117647058824,0.75,0.6206896551724139
NCT03394027,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.2631578947368421,0.8333333333333334,0.39999999999999997
NCT03546270,hypertension,gpt4o_ts_gen_hal,1.0,1.0,0.0,6.0,0.6,0.375,0.4615384615384615
NCT03674112,cancer,gpt4o_ts_gen_hal,0.0,0.0,0.0,5.0,0.22727272727272727,0.45454545454545453,0.30303030303030304
NCT03675360,diabetes,gpt4o_ts_gen_hal,0.0,0.0,1.0,12.0,0.6666666666666666,0.5217391304347826,0.5853658536585366
NCT03708770,chronic kidney disease,gpt4o_ts_gen_hal,1.0,1.0,0.0,5.0,0.3125,0.5,0.38461538461538464
NCT03890588,chronic kidney disease,gpt4o_ts_gen_hal,0.0,0.0,0.0,10.0,0.5555555555555556,1.0,0.7142857142857143
NCT03987919,diabetes,gpt4o_ts_gen_hal,0.0,0.0,0.0,8.0,0.47058823529411764,0.5714285714285714,0.5161290322580646
NCT04280783,hypertension,gpt4o_ts_gen_hal,,,,,,,
NCT04392375,hypertension,gpt4o_ts_gen_hal,0.0,0.0,1.0,9.0,0.5294117647058824,0.3333333333333333,0.409090909090909
NCT04823949,hypertension,gpt4o_ts_gen_hal,0.0,0.0,0.0,6.0,0.35294117647058826,0.5454545454545454,0.42857142857142855
NCT00000620,hypertension,llama3_70b_it_zs_gen_hal,,,,,,,
NCT00126737,obesity,llama3_70b_it_zs_gen_hal,0.0,0.0,0.0,4.0,0.36363636363636365,0.3333333333333333,0.34782608695652173
NCT00283686,hypertension,llama3_70b_it_zs_gen_hal,0.0,1.0,0.0,6.0,0.375,0.15789473684210525,0.22222222222222218
NCT00329030,cancer,llama3_70b_it_zs_gen_hal,0.0,0.0,0.0,6.0,0.3,0.75,0.4285714285714285
NCT00360334,diabetes,llama3_70b_it_zs_gen_hal,0.0,0.0,0.0,8.0,0.5333333333333333,0.8888888888888888,0.6666666666666667
NCT00395746,diabetes,llama3_70b_it_zs_gen_hal,0.0,0.0,0.0,5.0,0.38461538461538464,1.0,0.5555555555555556
NCT00419562,diabetes,llama3_70b_it_zs_gen_hal,0.0,0.0,0.0,7.0,0.5833333333333334,0.7,0.6363636363636365
NCT00441064,hypertension,llama3_70b_it_zs_gen_hal,0.0,0.0,0.0,5.0,0.38461538461538464,0.38461538461538464,0.38461538461538464
